,"Most similar countries to coresponding (topic, country) pair"
cooking pot_Nigeria,"[('Indonesia', 0.98), ('Philippines', 0.976), ('Egypt', 0.972), ('South Africa', 0.966), ('Argentina', 0.958), ('Colombia', 0.956), ('Thailand', 0.948), ('United Arab Emirates', 0.947), ('Saudi Arabia', 0.946), ('Mexico', 0.944), ('Italy', 0.926), ('Spain', 0.923), ('Turkey', 0.92), ('United Kingdom', 0.911), ('China', 0.91), ('Romania', 0.91), ('Japan', 0.91), ('South Korea', 0.907), ('India', 0.898), ('Netherlands', 0.858), ('Brazil', 0.837), ('Nepal', 0.813), ('United States', 0.784), ('Bangladesh', 0.772)]"
cooking pot_Argentina,"[('Colombia', 0.987), ('South Africa', 0.986), ('Mexico', 0.985), ('Egypt', 0.981), ('Italy', 0.974), ('Spain', 0.972), ('Saudi Arabia', 0.972), ('Philippines', 0.971), ('Turkey', 0.969), ('Thailand', 0.969), ('United Kingdom', 0.968), ('Japan', 0.965), ('Indonesia', 0.962), ('United Arab Emirates', 0.962), ('South Korea', 0.96), ('Nigeria', 0.958), ('Romania', 0.957), ('China', 0.93), ('Netherlands', 0.892), ('India', 0.875), ('Brazil', 0.844), ('United States', 0.827), ('Nepal', 0.773), ('Bangladesh', 0.732)]"
cooking pot_Mexico,"[('Colombia', 0.99), ('Argentina', 0.985), ('Italy', 0.983), ('South Africa', 0.98), ('Spain', 0.98), ('Saudi Arabia', 0.98), ('United Kingdom', 0.978), ('Thailand', 0.978), ('Japan', 0.976), ('Turkey', 0.974), ('Egypt', 0.973), ('South Korea', 0.972), ('United Arab Emirates', 0.968), ('Romania', 0.967), ('Philippines', 0.967), ('Indonesia', 0.956), ('Nigeria', 0.944), ('China', 0.942), ('Netherlands', 0.909), ('India', 0.887), ('United States', 0.863), ('Brazil', 0.863), ('Nepal', 0.788), ('Bangladesh', 0.737)]"
cooking pot_Bangladesh,"[('Nepal', 0.948), ('India', 0.902), ('Brazil', 0.846), ('China', 0.828), ('Indonesia', 0.808), ('Philippines', 0.807), ('United States', 0.8), ('Nigeria', 0.772), ('Thailand', 0.766), ('Colombia', 0.745), ('South Korea', 0.745), ('Netherlands', 0.739), ('Mexico', 0.737), ('Egypt', 0.736), ('Argentina', 0.732), ('Romania', 0.731), ('South Africa', 0.721), ('Italy', 0.718), ('Japan', 0.718), ('Saudi Arabia', 0.716), ('Spain', 0.709), ('United Arab Emirates', 0.7), ('United Kingdom', 0.696), ('Turkey', 0.68)]"
cooking pot_Brazil,"[('India', 0.949), ('United States', 0.933), ('Nepal', 0.924), ('China', 0.92), ('Netherlands', 0.911), ('Indonesia', 0.876), ('Colombia', 0.869), ('Philippines', 0.869), ('Mexico', 0.863), ('South Korea', 0.862), ('Thailand', 0.862), ('Romania', 0.855), ('Spain', 0.849), ('Bangladesh', 0.846), ('Japan', 0.845), ('Argentina', 0.844), ('Italy', 0.843), ('Egypt', 0.842), ('South Africa', 0.84), ('United Kingdom', 0.839), ('Nigeria', 0.837), ('Saudi Arabia', 0.825), ('United Arab Emirates', 0.814), ('Turkey', 0.807)]"
cooking pot_Netherlands,"[('United States', 0.924), ('Spain', 0.922), ('Colombia', 0.913), ('Brazil', 0.911), ('United Kingdom', 0.909), ('Mexico', 0.909), ('Italy', 0.908), ('Romania', 0.908), ('South Korea', 0.908), ('Thailand', 0.907), ('China', 0.906), ('Japan', 0.902), ('South Africa', 0.896), ('Argentina', 0.892), ('Turkey', 0.89), ('India', 0.89), ('Saudi Arabia', 0.89), ('Philippines', 0.883), ('Egypt', 0.882), ('Indonesia', 0.876), ('United Arab Emirates', 0.87), ('Nigeria', 0.858), ('Nepal', 0.818), ('Bangladesh', 0.739)]"
cooking pot_Thailand,"[('Colombia', 0.986), ('Italy', 0.981), ('Spain', 0.98), ('Mexico', 0.978), ('Japan', 0.977), ('Saudi Arabia', 0.976), ('South Korea', 0.975), ('Philippines', 0.974), ('South Africa', 0.971), ('Turkey', 0.969), ('Argentina', 0.969), ('Egypt', 0.968), ('United Kingdom', 0.966), ('United Arab Emirates', 0.965), ('Romania', 0.964), ('Indonesia', 0.962), ('China', 0.957), ('Nigeria', 0.948), ('Netherlands', 0.907), ('India', 0.906), ('Brazil', 0.862), ('United States', 0.854), ('Nepal', 0.81), ('Bangladesh', 0.766)]"
cooking pot_Turkey,"[('Spain', 0.982), ('Saudi Arabia', 0.982), ('Colombia', 0.977), ('Italy', 0.976), ('United Kingdom', 0.975), ('South Africa', 0.974), ('Mexico', 0.974), ('Japan', 0.974), ('South Korea', 0.972), ('United Arab Emirates', 0.972), ('Argentina', 0.969), ('Thailand', 0.969), ('Egypt', 0.965), ('Romania', 0.957), ('Philippines', 0.95), ('Indonesia', 0.929), ('China', 0.922), ('Nigeria', 0.92), ('Netherlands', 0.89), ('India', 0.838), ('United States', 0.813), ('Brazil', 0.807), ('Nepal', 0.728), ('Bangladesh', 0.68)]"
cooking pot_South Korea,"[('Japan', 0.987), ('Colombia', 0.975), ('Thailand', 0.975), ('Spain', 0.974), ('Italy', 0.973), ('United Kingdom', 0.973), ('Turkey', 0.972), ('Mexico', 0.972), ('Saudi Arabia', 0.969), ('China', 0.962), ('Argentina', 0.96), ('South Africa', 0.958), ('Romania', 0.958), ('United Arab Emirates', 0.955), ('Philippines', 0.951), ('Egypt', 0.947), ('Indonesia', 0.931), ('Netherlands', 0.908), ('Nigeria', 0.907), ('India', 0.882), ('United States', 0.867), ('Brazil', 0.862), ('Nepal', 0.791), ('Bangladesh', 0.745)]"
cooking pot_Romania,"[('Italy', 0.978), ('Spain', 0.974), ('United Kingdom', 0.968), ('Mexico', 0.967), ('Colombia', 0.966), ('Thailand', 0.964), ('Japan', 0.96), ('South Korea', 0.958), ('Turkey', 0.957), ('Argentina', 0.957), ('Saudi Arabia', 0.952), ('South Africa', 0.946), ('Egypt', 0.944), ('Philippines', 0.936), ('United Arab Emirates', 0.936), ('Indonesia', 0.928), ('China', 0.926), ('Nigeria', 0.91), ('Netherlands', 0.908), ('India', 0.875), ('United States', 0.857), ('Brazil', 0.855), ('Nepal', 0.779), ('Bangladesh', 0.731)]"
cooking pot_United Kingdom,"[('Spain', 0.984), ('Italy', 0.981), ('Mexico', 0.978), ('Colombia', 0.977), ('Japan', 0.977), ('Turkey', 0.975), ('South Korea', 0.973), ('Saudi Arabia', 0.969), ('Romania', 0.968), ('Argentina', 0.968), ('South Africa', 0.967), ('Thailand', 0.966), ('United Arab Emirates', 0.954), ('Egypt', 0.951), ('Philippines', 0.941), ('China', 0.931), ('Indonesia', 0.925), ('Nigeria', 0.911), ('Netherlands', 0.909), ('India', 0.858), ('United States', 0.85), ('Brazil', 0.839), ('Nepal', 0.75), ('Bangladesh', 0.696)]"
cooking pot_South Africa,"[('Argentina', 0.986), ('Colombia', 0.985), ('Egypt', 0.982), ('Mexico', 0.98), ('Saudi Arabia', 0.978), ('Turkey', 0.974), ('Philippines', 0.973), ('Spain', 0.972), ('Thailand', 0.971), ('United Arab Emirates', 0.971), ('Italy', 0.97), ('United Kingdom', 0.967), ('Nigeria', 0.966), ('Indonesia', 0.963), ('Japan', 0.963), ('South Korea', 0.958), ('Romania', 0.946), ('China', 0.928), ('Netherlands', 0.896), ('India', 0.877), ('Brazil', 0.84), ('United States', 0.821), ('Nepal', 0.772), ('Bangladesh', 0.721)]"
cooking pot_Japan,"[('South Korea', 0.987), ('Italy', 0.98), ('Spain', 0.979), ('Colombia', 0.978), ('United Kingdom', 0.977), ('Thailand', 0.977), ('Mexico', 0.976), ('Turkey', 0.974), ('Saudi Arabia', 0.97), ('Argentina', 0.965), ('South Africa', 0.963), ('Romania', 0.96), ('United Arab Emirates', 0.956), ('China', 0.952), ('Philippines', 0.951), ('Egypt', 0.95), ('Indonesia', 0.928), ('Nigeria', 0.91), ('Netherlands', 0.902), ('India', 0.871), ('United States', 0.858), ('Brazil', 0.845), ('Nepal', 0.766), ('Bangladesh', 0.718)]"
cooking pot_Italy,"[('Spain', 0.988), ('Colombia', 0.985), ('Mexico', 0.983), ('United Kingdom', 0.981), ('Thailand', 0.981), ('Japan', 0.98), ('Romania', 0.978), ('Turkey', 0.976), ('Argentina', 0.974), ('South Korea', 0.973), ('Saudi Arabia', 0.973), ('South Africa', 0.97), ('Egypt', 0.964), ('United Arab Emirates', 0.961), ('Philippines', 0.951), ('Indonesia', 0.942), ('China', 0.933), ('Nigeria', 0.926), ('Netherlands', 0.908), ('India', 0.876), ('United States', 0.846), ('Brazil', 0.843), ('Nepal', 0.766), ('Bangladesh', 0.718)]"
cooking pot_Saudi Arabia,"[('Colombia', 0.983), ('Turkey', 0.982), ('Egypt', 0.98), ('United Arab Emirates', 0.98), ('Mexico', 0.98), ('South Africa', 0.978), ('Thailand', 0.976), ('Spain', 0.974), ('Italy', 0.973), ('Argentina', 0.972), ('Japan', 0.97), ('South Korea', 0.969), ('Philippines', 0.969), ('United Kingdom', 0.969), ('Indonesia', 0.954), ('Romania', 0.952), ('Nigeria', 0.946), ('China', 0.933), ('Netherlands', 0.89), ('India', 0.869), ('Brazil', 0.825), ('United States', 0.821), ('Nepal', 0.757), ('Bangladesh', 0.716)]"
cooking pot_Egypt,"[('Colombia', 0.983), ('South Africa', 0.982), ('Argentina', 0.981), ('Saudi Arabia', 0.98), ('Philippines', 0.977), ('Indonesia', 0.975), ('United Arab Emirates', 0.974), ('Mexico', 0.973), ('Nigeria', 0.972), ('Thailand', 0.968), ('Turkey', 0.965), ('Italy', 0.964), ('Spain', 0.962), ('United Kingdom', 0.951), ('Japan', 0.95), ('South Korea', 0.947), ('Romania', 0.944), ('China', 0.926), ('India', 0.888), ('Netherlands', 0.882), ('Brazil', 0.842), ('United States', 0.811), ('Nepal', 0.778), ('Bangladesh', 0.736)]"
cooking pot_United Arab Emirates,"[('Saudi Arabia', 0.98), ('Colombia', 0.976), ('Egypt', 0.974), ('Turkey', 0.972), ('South Africa', 0.971), ('Mexico', 0.968), ('Thailand', 0.965), ('Philippines', 0.964), ('Argentina', 0.962), ('Italy', 0.961), ('Spain', 0.959), ('Japan', 0.956), ('South Korea', 0.955), ('United Kingdom', 0.954), ('Indonesia', 0.953), ('Nigeria', 0.947), ('Romania', 0.936), ('China', 0.928), ('Netherlands', 0.87), ('India', 0.859), ('Brazil', 0.814), ('United States', 0.798), ('Nepal', 0.748), ('Bangladesh', 0.7)]"
tree_Italy,"[('Spain', 0.97), ('Turkey', 0.962), ('Argentina', 0.942), ('Mexico', 0.924), ('Colombia', 0.921), ('Japan', 0.912), ('China', 0.902), ('United Kingdom', 0.897), ('South Africa', 0.889), ('Thailand', 0.882), ('Hong Kong', 0.876), ('South Korea', 0.875), ('Indonesia', 0.873), ('Saudi Arabia', 0.871), ('Egypt', 0.871), ('Philippines', 0.862), ('United Arab Emirates', 0.838), ('Nigeria', 0.806)]"
tree_Nigeria,"[('Indonesia', 0.905), ('Philippines', 0.903), ('South Africa', 0.889), ('Egypt', 0.878), ('Thailand', 0.872), ('Colombia', 0.866), ('Mexico', 0.857), ('Saudi Arabia', 0.855), ('Argentina', 0.83), ('China', 0.822), ('Turkey', 0.81), ('Spain', 0.809), ('United Arab Emirates', 0.807), ('Italy', 0.806), ('Japan', 0.799), ('Hong Kong', 0.788), ('South Korea', 0.759), ('United Kingdom', 0.742)]"
tree_Japan,"[('South Korea', 0.941), ('China', 0.926), ('Argentina', 0.914), ('Colombia', 0.913), ('Turkey', 0.912), ('Italy', 0.912), ('Thailand', 0.911), ('Spain', 0.909), ('Mexico', 0.905), ('Hong Kong', 0.902), ('Indonesia', 0.882), ('United Kingdom', 0.873), ('South Africa', 0.873), ('Philippines', 0.872), ('Saudi Arabia', 0.853), ('United Arab Emirates', 0.843), ('Egypt', 0.841), ('Nigeria', 0.799)]"
tree_Indonesia,"[('Philippines', 0.982), ('Thailand', 0.967), ('Colombia', 0.945), ('Mexico', 0.92), ('China', 0.905), ('Nigeria', 0.905), ('South Africa', 0.903), ('Argentina', 0.898), ('Japan', 0.882), ('Hong Kong', 0.874), ('Saudi Arabia', 0.874), ('Italy', 0.873), ('Egypt', 0.871), ('Turkey', 0.869), ('Spain', 0.867), ('United Arab Emirates', 0.844), ('South Korea', 0.84), ('United Kingdom', 0.809)]"
tree_South Africa,"[('Argentina', 0.94), ('Colombia', 0.932), ('Mexico', 0.928), ('Indonesia', 0.903), ('Philippines', 0.898), ('Spain', 0.898), ('Thailand', 0.895), ('Nigeria', 0.889), ('Italy', 0.889), ('Saudi Arabia', 0.883), ('Turkey', 0.882), ('Egypt', 0.876), ('China', 0.873), ('Japan', 0.873), ('Hong Kong', 0.841), ('United Kingdom', 0.841), ('United Arab Emirates', 0.835), ('South Korea', 0.83)]"
tree_Turkey,"[('Italy', 0.962), ('Spain', 0.959), ('Argentina', 0.94), ('Mexico', 0.926), ('China', 0.922), ('Colombia', 0.92), ('Japan', 0.912), ('South Korea', 0.908), ('Hong Kong', 0.898), ('Egypt', 0.895), ('Saudi Arabia', 0.894), ('Thailand', 0.888), ('South Africa', 0.882), ('United Kingdom', 0.88), ('United Arab Emirates', 0.869), ('Indonesia', 0.869), ('Philippines', 0.858), ('Nigeria', 0.81)]"
tree_Argentina,"[('Mexico', 0.97), ('Colombia', 0.966), ('Spain', 0.96), ('Italy', 0.942), ('South Africa', 0.94), ('Turkey', 0.94), ('China', 0.918), ('Japan', 0.914), ('Thailand', 0.911), ('Saudi Arabia', 0.9), ('Indonesia', 0.898), ('Philippines', 0.896), ('Hong Kong', 0.895), ('Egypt', 0.894), ('United Kingdom', 0.882), ('South Korea', 0.88), ('United Arab Emirates', 0.861), ('Nigeria', 0.83)]"
tree_Spain,"[('Italy', 0.97), ('Argentina', 0.96), ('Turkey', 0.959), ('Mexico', 0.944), ('Colombia', 0.936), ('China', 0.909), ('Japan', 0.909), ('South Africa', 0.898), ('Saudi Arabia', 0.895), ('Egypt', 0.886), ('Thailand', 0.884), ('United Kingdom', 0.882), ('South Korea', 0.882), ('Hong Kong', 0.875), ('United Arab Emirates', 0.869), ('Indonesia', 0.867), ('Philippines', 0.859), ('Nigeria', 0.809)]"
tree_United Kingdom,"[('Italy', 0.897), ('Argentina', 0.882), ('Spain', 0.882), ('Turkey', 0.88), ('Japan', 0.873), ('Colombia', 0.86), ('China', 0.85), ('Mexico', 0.843), ('Hong Kong', 0.841), ('South Africa', 0.841), ('South Korea', 0.835), ('Thailand', 0.829), ('Indonesia', 0.809), ('Philippines', 0.803), ('Saudi Arabia', 0.786), ('Egypt', 0.786), ('United Arab Emirates', 0.77), ('Nigeria', 0.742)]"
tree_Thailand,"[('Indonesia', 0.967), ('Philippines', 0.958), ('Colombia', 0.947), ('China', 0.943), ('Mexico', 0.926), ('Hong Kong', 0.915), ('Argentina', 0.911), ('Japan', 0.911), ('South Africa', 0.895), ('South Korea', 0.89), ('Turkey', 0.888), ('Saudi Arabia', 0.886), ('Spain', 0.884), ('United Arab Emirates', 0.883), ('Italy', 0.882), ('Nigeria', 0.872), ('Egypt', 0.87), ('United Kingdom', 0.829)]"
tree_Egypt,"[('Saudi Arabia', 0.963), ('Mexico', 0.914), ('United Arab Emirates', 0.912), ('Colombia', 0.895), ('Turkey', 0.895), ('Argentina', 0.894), ('China', 0.89), ('Spain', 0.886), ('Nigeria', 0.878), ('South Africa', 0.876), ('Italy', 0.871), ('Indonesia', 0.871), ('Thailand', 0.87), ('Philippines', 0.864), ('Hong Kong', 0.854), ('Japan', 0.841), ('South Korea', 0.829), ('United Kingdom', 0.786)]"
tree_Philippines,"[('Indonesia', 0.982), ('Thailand', 0.958), ('Colombia', 0.939), ('Mexico', 0.919), ('Nigeria', 0.903), ('South Africa', 0.898), ('Argentina', 0.896), ('China', 0.894), ('Japan', 0.872), ('Saudi Arabia', 0.867), ('Hong Kong', 0.864), ('Egypt', 0.864), ('Italy', 0.862), ('Spain', 0.859), ('Turkey', 0.858), ('United Arab Emirates', 0.836), ('South Korea', 0.828), ('United Kingdom', 0.803)]"
tree_Mexico,"[('Colombia', 0.971), ('Argentina', 0.97), ('Spain', 0.944), ('South Africa', 0.928), ('Thailand', 0.926), ('Turkey', 0.926), ('Saudi Arabia', 0.924), ('Italy', 0.924), ('Indonesia', 0.92), ('Philippines', 0.919), ('China', 0.918), ('Egypt', 0.914), ('Japan', 0.905), ('Hong Kong', 0.887), ('United Arab Emirates', 0.878), ('South Korea', 0.873), ('Nigeria', 0.857), ('United Kingdom', 0.843)]"
tree_South Korea,"[('China', 0.942), ('Japan', 0.941), ('Hong Kong', 0.925), ('Turkey', 0.908), ('Thailand', 0.89), ('Colombia', 0.888), ('Spain', 0.882), ('Argentina', 0.88), ('Italy', 0.875), ('Mexico', 0.873), ('United Arab Emirates', 0.846), ('Indonesia', 0.84), ('United Kingdom', 0.835), ('Saudi Arabia', 0.833), ('South Africa', 0.83), ('Egypt', 0.829), ('Philippines', 0.828), ('Nigeria', 0.759)]"
tree_Colombia,"[('Mexico', 0.971), ('Argentina', 0.966), ('Thailand', 0.947), ('Indonesia', 0.945), ('China', 0.939), ('Philippines', 0.939), ('Spain', 0.936), ('South Africa', 0.932), ('Italy', 0.921), ('Turkey', 0.92), ('Japan', 0.913), ('Hong Kong', 0.905), ('Egypt', 0.895), ('Saudi Arabia', 0.892), ('South Korea', 0.888), ('United Arab Emirates', 0.87), ('Nigeria', 0.866), ('United Kingdom', 0.86)]"
tree_China,"[('Hong Kong', 0.975), ('Thailand', 0.943), ('South Korea', 0.942), ('Colombia', 0.939), ('Japan', 0.926), ('Turkey', 0.922), ('Argentina', 0.918), ('Mexico', 0.918), ('Spain', 0.909), ('Indonesia', 0.905), ('Italy', 0.902), ('Philippines', 0.894), ('Egypt', 0.89), ('United Arab Emirates', 0.889), ('Saudi Arabia', 0.883), ('South Africa', 0.873), ('United Kingdom', 0.85), ('Nigeria', 0.822)]"
tree_United Arab Emirates,"[('Saudi Arabia', 0.95), ('Egypt', 0.912), ('China', 0.889), ('Thailand', 0.883), ('Mexico', 0.878), ('Colombia', 0.87), ('Turkey', 0.869), ('Spain', 0.869), ('Argentina', 0.861), ('Hong Kong', 0.851), ('South Korea', 0.846), ('Indonesia', 0.844), ('Japan', 0.843), ('Italy', 0.838), ('Philippines', 0.836), ('South Africa', 0.835), ('Nigeria', 0.807), ('United Kingdom', 0.77)]"
tree_Hong Kong,"[('China', 0.975), ('South Korea', 0.925), ('Thailand', 0.915), ('Colombia', 0.905), ('Japan', 0.902), ('Turkey', 0.898), ('Argentina', 0.895), ('Mexico', 0.887), ('Italy', 0.876), ('Spain', 0.875), ('Indonesia', 0.874), ('Philippines', 0.864), ('Egypt', 0.854), ('Saudi Arabia', 0.852), ('United Arab Emirates', 0.851), ('United Kingdom', 0.841), ('South Africa', 0.841), ('Nigeria', 0.788)]"
tree_Saudi Arabia,"[('Egypt', 0.963), ('United Arab Emirates', 0.95), ('Mexico', 0.924), ('Argentina', 0.9), ('Spain', 0.895), ('Turkey', 0.894), ('Colombia', 0.892), ('Thailand', 0.886), ('China', 0.883), ('South Africa', 0.883), ('Indonesia', 0.874), ('Italy', 0.871), ('Philippines', 0.867), ('Nigeria', 0.855), ('Japan', 0.853), ('Hong Kong', 0.852), ('South Korea', 0.833), ('United Kingdom', 0.786)]"
light switch_Thailand,"[('Saudi Arabia', 0.988), ('United Arab Emirates', 0.984), ('Philippines', 0.981), ('Colombia', 0.98), ('Italy', 0.98), ('Argentina', 0.98), ('Indonesia', 0.979), ('Mexico', 0.979), ('South Africa', 0.978), ('Spain', 0.976), ('Turkey', 0.975), ('Egypt', 0.972), ('China', 0.97), ('Nigeria', 0.963), ('Hong Kong', 0.962), ('Romania', 0.961), ('Japan', 0.957), ('United Kingdom', 0.953), ('South Korea', 0.952), ('Jordan', 0.921), ('United States', 0.917), ('Netherlands', 0.911), ('India', 0.903), ('Brazil', 0.9), ('Pakistan', 0.888), ('Iran', 0.884), ('Nepal', 0.853), ('Serbia', 0.84), ('Malawi', 0.542)]"
light switch_Argentina,"[('Mexico', 0.986), ('Colombia', 0.983), ('Philippines', 0.98), ('Thailand', 0.98), ('South Africa', 0.977), ('Turkey', 0.975), ('Italy', 0.975), ('Spain', 0.975), ('Saudi Arabia', 0.975), ('Indonesia', 0.972), ('United Arab Emirates', 0.972), ('China', 0.968), ('Egypt', 0.967), ('Nigeria', 0.96), ('Japan', 0.96), ('Romania', 0.959), ('South Korea', 0.959), ('Hong Kong', 0.956), ('United Kingdom', 0.936), ('Jordan', 0.916), ('Netherlands', 0.913), ('India', 0.911), ('United States', 0.907), ('Brazil', 0.905), ('Pakistan', 0.892), ('Iran', 0.886), ('Nepal', 0.851), ('Serbia', 0.846), ('Malawi', 0.547)]"
light switch_Indonesia,"[('Philippines', 0.987), ('Nigeria', 0.985), ('Thailand', 0.979), ('South Africa', 0.978), ('Colombia', 0.977), ('United Arab Emirates', 0.975), ('Saudi Arabia', 0.974), ('China', 0.973), ('Argentina', 0.972), ('Egypt', 0.968), ('Italy', 0.967), ('Mexico', 0.965), ('Spain', 0.962), ('Turkey', 0.96), ('Romania', 0.96), ('United Kingdom', 0.947), ('Hong Kong', 0.938), ('Jordan', 0.933), ('Japan', 0.926), ('India', 0.924), ('South Korea', 0.92), ('Brazil', 0.914), ('Pakistan', 0.909), ('United States', 0.908), ('Netherlands', 0.901), ('Iran', 0.883), ('Nepal', 0.882), ('Serbia', 0.869), ('Malawi', 0.583)]"
light switch_Mexico,"[('Colombia', 0.986), ('Argentina', 0.986), ('South Africa', 0.983), ('Turkey', 0.98), ('Italy', 0.98), ('Spain', 0.98), ('Philippines', 0.98), ('Thailand', 0.979), ('United Arab Emirates', 0.978), ('Saudi Arabia', 0.977), ('Egypt', 0.966), ('Indonesia', 0.965), ('Romania', 0.964), ('Japan', 0.964), ('China', 0.963), ('South Korea', 0.962), ('Nigeria', 0.958), ('Hong Kong', 0.953), ('United Kingdom', 0.945), ('United States', 0.926), ('Netherlands', 0.916), ('Jordan', 0.916), ('Brazil', 0.906), ('India', 0.894), ('Iran', 0.888), ('Pakistan', 0.876), ('Nepal', 0.84), ('Serbia', 0.84), ('Malawi', 0.533)]"
light switch_Colombia,"[('South Africa', 0.987), ('Mexico', 0.986), ('Philippines', 0.985), ('Spain', 0.983), ('Argentina', 0.983), ('Thailand', 0.98), ('Turkey', 0.979), ('Saudi Arabia', 0.978), ('United Arab Emirates', 0.978), ('Italy', 0.977), ('Indonesia', 0.977), ('China', 0.973), ('Romania', 0.972), ('Egypt', 0.966), ('Nigeria', 0.966), ('Hong Kong', 0.954), ('Japan', 0.954), ('South Korea', 0.952), ('United Kingdom', 0.947), ('Brazil', 0.937), ('Jordan', 0.935), ('Netherlands', 0.933), ('India', 0.927), ('United States', 0.921), ('Iran', 0.918), ('Pakistan', 0.9), ('Serbia', 0.879), ('Nepal', 0.858), ('Malawi', 0.582)]"
light switch_Japan,"[('South Korea', 0.968), ('Mexico', 0.964), ('Spain', 0.961), ('Argentina', 0.96), ('Italy', 0.957), ('Thailand', 0.957), ('Saudi Arabia', 0.956), ('Turkey', 0.955), ('Colombia', 0.954), ('Hong Kong', 0.952), ('South Africa', 0.95), ('United Arab Emirates', 0.949), ('Philippines', 0.947), ('Egypt', 0.943), ('China', 0.936), ('Romania', 0.934), ('Indonesia', 0.926), ('United Kingdom', 0.915), ('Nigeria', 0.914), ('United States', 0.91), ('Netherlands', 0.895), ('Jordan', 0.888), ('Brazil', 0.876), ('India', 0.869), ('Iran', 0.863), ('Pakistan', 0.843), ('Nepal', 0.812), ('Serbia', 0.812), ('Malawi', 0.511)]"
light switch_Philippines,"[('Indonesia', 0.987), ('Colombia', 0.985), ('South Africa', 0.985), ('Thailand', 0.981), ('Argentina', 0.98), ('Mexico', 0.98), ('Nigeria', 0.979), ('China', 0.975), ('Saudi Arabia', 0.972), ('United Arab Emirates', 0.972), ('Italy', 0.97), ('Egypt', 0.97), ('Spain', 0.967), ('Turkey', 0.964), ('Romania', 0.96), ('Japan', 0.947), ('Hong Kong', 0.946), ('South Korea', 0.941), ('Jordan', 0.938), ('United Kingdom', 0.935), ('India', 0.931), ('Brazil', 0.923), ('United States', 0.921), ('Pakistan', 0.919), ('Netherlands', 0.906), ('Iran', 0.897), ('Nepal', 0.883), ('Serbia', 0.871), ('Malawi', 0.591)]"
